AÑO,ENTIDAD,Clave_Entidad,SEXO,POBLACION,EDAD_PROMEDIO
1989,Oaxaca,OAX,Mujeres,1566444,24
1989,Oaxaca,OAX,Hombres,1530741,23
2055,Oaxaca,OAX,Hombres,2283840,38
2017,Oaxaca,OAX,Total,4122860,30
1994,Oaxaca,OAX,Hombres,1611236,24
2067,Oaxaca,OAX,Mujeres,2489994,43
2067,Oaxaca,OAX,Hombres,2259209,41
2016,Oaxaca,OAX,Total,4095378,30
1985,Oaxaca,OAX,Hombres,1395747,23
2024,Oaxaca,OAX,Hombres,2062655,31
2014,Oaxaca,OAX,Hombres,1937294,29
2014,Oaxaca,OAX,Mujeres,2100216,30
1985,Oaxaca,OAX,Total,2808015,23
1983,Oaxaca,OAX,Total,2664082,23
2053,Oaxaca,OAX,Hombres,2281106,38
2024,Oaxaca,OAX,Total,4308543,32
2051,Oaxaca,OAX,Total,4790290,38
2024,Oaxaca,OAX,Mujeres,2245888,32
2047,Oaxaca,OAX,Hombres,2264900,36
2058,Oaxaca,OAX,Total,4802572,40
2058,Oaxaca,OAX,Mujeres,2519310,41
2058,Oaxaca,OAX,Hombres,2283262,39
2067,Oaxaca,OAX,Total,4749203,42
2051,Oaxaca,OAX,Mujeres,2513771,40
2034,Oaxaca,OAX,Mujeres,2388572,35
2041,Oaxaca,OAX,Total,4696961,36
2001,Oaxaca,OAX,Mujeres,1826296,26
2039,Oaxaca,OAX,Mujeres,2442008,36
2010,Oaxaca,OAX,Mujeres,2027080,29
2046,Oaxaca,OAX,Total,4755163,37
2010,Oaxaca,OAX,Total,3892000,28
2027,Oaxaca,OAX,Hombres,2104183,31
2027,Oaxaca,OAX,Mujeres,2293142,33
2027,Oaxaca,OAX,Total,4397325,32
2039,Oaxaca,OAX,Total,4664608,35
2036,Oaxaca,OAX,Hombres,2195819,33
2003,Oaxaca,OAX,Total,3604885,26
2003,Oaxaca,OAX,Mujeres,1859521,27
2003,Oaxaca,OAX,Hombres,1745364,26
1974,Oaxaca,OAX,Total,2323523,22
1988,Oaxaca,OAX,Hombres,1497260,23
1988,Oaxaca,OAX,Total,3025360,23
2001,Oaxaca,OAX,Hombres,1724751,25
2032,Oaxaca,OAX,Mujeres,2363580,34
2055,Oaxaca,OAX,Mujeres,2520083,41
1988,Oaxaca,OAX,Mujeres,1528100,24
2032,Oaxaca,OAX,Total,4521508,34
2032,Oaxaca,OAX,Hombres,2157928,33
2047,Oaxaca,OAX,Total,4763667,37
1994,Oaxaca,OAX,Total,3270326,24
2023,Oaxaca,OAX,Mujeres,2229390,32
2034,Oaxaca,OAX,Total,4565522,34
2014,Oaxaca,OAX,Total,4037510,29
1974,Oaxaca,OAX,Hombres,1159582,22
2010,Oaxaca,OAX,Hombres,1864920,28
2046,Oaxaca,OAX,Hombres,2261544,36
1980,Oaxaca,OAX,Hombres,1235537,22
1980,Oaxaca,OAX,Mujeres,1231653,23
1980,Oaxaca,OAX,Total,2467190,23
1990,Oaxaca,OAX,Mujeres,1596261,24
1990,Oaxaca,OAX,Hombres,1556827,23
1970,Oaxaca,OAX,Hombres,1090777,22
2035,Oaxaca,OAX,Total,4586721,34
2035,Oaxaca,OAX,Mujeres,2400327,35
1996,Oaxaca,OAX,Total,3336371,25
1992,Oaxaca,OAX,Mujeres,1630952,24
2068,Oaxaca,OAX,Total,4739547,42
2000,Oaxaca,OAX,Total,3522584,25
1981,Oaxaca,OAX,Hombres,1262421,22
1981,Oaxaca,OAX,Total,2523769,23
2028,Oaxaca,OAX,Mujeres,2308090,33
1973,Oaxaca,OAX,Hombres,1143399,22
2044,Oaxaca,OAX,Total,4735387,37
2044,Oaxaca,OAX,Mujeres,2481661,38
2011,Oaxaca,OAX,Mujeres,2048104,29
2011,Oaxaca,OAX,Total,3933805,29
1984,Oaxaca,OAX,Mujeres,1373880,23
2060,Oaxaca,OAX,Total,4796287,41
2044,Oaxaca,OAX,Hombres,2253726,36
1992,Oaxaca,OAX,Total,3218151,24
1992,Oaxaca,OAX,Hombres,1587199,23
2028,Oaxaca,OAX,Hombres,2116235,32
2021,Oaxaca,OAX,Mujeres,2199289,32
1984,Oaxaca,OAX,Total,2735826,23
2048,Oaxaca,OAX,Total,4771367,38
2021,Oaxaca,OAX,Total,4221338,31
2015,Oaxaca,OAX,Total,4067038,30
2015,Oaxaca,OAX,Mujeres,2115182,30
2015,Oaxaca,OAX,Hombres,1951856,29
2006,Oaxaca,OAX,Total,3693175,27
2006,Oaxaca,OAX,Mujeres,1917781,28
2006,Oaxaca,OAX,Hombres,1775394,27
2012,Oaxaca,OAX,Mujeres,2066669,30
2037,Oaxaca,OAX,Mujeres,2422253,36
2008,Oaxaca,OAX,Hombres,1817528,27
2065,Oaxaca,OAX,Mujeres,2499882,43
1981,Oaxaca,OAX,Mujeres,1261348,23
2011,Oaxaca,OAX,Hombres,1885701,28
1971,Oaxaca,OAX,Total,2227100,22
2021,Oaxaca,OAX,Hombres,2022049,30
2056,Oaxaca,OAX,Hombres,2284284,38
2052,Oaxaca,OAX,Total,4795140,39
2065,Oaxaca,OAX,Hombres,2266296,41
2002,Oaxaca,OAX,Hombres,1735679,25
1971,Oaxaca,OAX,Mujeres,1118235,22
2028,Oaxaca,OAX,Total,4424325,33
2052,Oaxaca,OAX,Hombres,2278986,38
2030,Oaxaca,OAX,Mujeres,2336708,34
1973,Oaxaca,OAX,Mujeres,1149428,22
2030,Oaxaca,OAX,Hombres,2138076,32
1971,Oaxaca,OAX,Hombres,1108865,22
2029,Oaxaca,OAX,Hombres,2127486,32
2056,Oaxaca,OAX,Total,4804625,40
2065,Oaxaca,OAX,Total,4766178,42
2056,Oaxaca,OAX,Mujeres,2520341,41
2029,Oaxaca,OAX,Total,4450098,33
1984,Oaxaca,OAX,Hombres,1361946,22
1973,Oaxaca,OAX,Total,2292827,22
2037,Oaxaca,OAX,Total,4627358,35
2060,Oaxaca,OAX,Hombres,2280044,39
2036,Oaxaca,OAX,Total,4607374,35
2068,Oaxaca,OAX,Mujeres,2484362,44
2060,Oaxaca,OAX,Mujeres,2516243,42
2045,Oaxaca,OAX,Mujeres,2487918,38
1998,Oaxaca,OAX,Total,3436406,25
2037,Oaxaca,OAX,Hombres,2205105,34
2002,Oaxaca,OAX,Total,3578713,26
1998,Oaxaca,OAX,Mujeres,1755604,26
2002,Oaxaca,OAX,Mujeres,1843034,27
2029,Oaxaca,OAX,Mujeres,2322612,34
2031,Oaxaca,OAX,Hombres,2148179,32
2045,Oaxaca,OAX,Total,4745780,37
2045,Oaxaca,OAX,Hombres,2257862,36
2031,Oaxaca,OAX,Mujeres,2350365,34
2068,Oaxaca,OAX,Hombres,2255185,41
1998,Oaxaca,OAX,Hombres,1680802,25
2031,Oaxaca,OAX,Total,4498544,33
2036,Oaxaca,OAX,Mujeres,2411555,36
2069,Oaxaca,OAX,Total,4729059,43
2030,Oaxaca,OAX,Total,4474784,33
2048,Oaxaca,OAX,Mujeres,2503345,39
2054,Oaxaca,OAX,Total,4802060,39
2062,Oaxaca,OAX,Mujeres,2511156,42
2033,Oaxaca,OAX,Mujeres,2376326,35
1977,Oaxaca,OAX,Hombres,1200629,22
2070,Oaxaca,OAX,Total,4717670,43
2070,Oaxaca,OAX,Mujeres,2471790,44
1999,Oaxaca,OAX,Total,3484568,25
2059,Oaxaca,OAX,Mujeres,2518030,42
2059,Oaxaca,OAX,Total,4799917,40
2009,Oaxaca,OAX,Hombres,1841886,27
2009,Oaxaca,OAX,Mujeres,2002490,29
2009,Oaxaca,OAX,Total,3844376,28
1997,Oaxaca,OAX,Hombres,1660880,24
1997,Oaxaca,OAX,Mujeres,1725807,25
1997,Oaxaca,OAX,Total,3386687,25
2018,Oaxaca,OAX,Mujeres,2158643,31
1979,Oaxaca,OAX,Hombres,1220287,22
1996,Oaxaca,OAX,Mujeres,1696262,25
2018,Oaxaca,OAX,Total,4151349,31
1978,Oaxaca,OAX,Total,2419164,22
1996,Oaxaca,OAX,Hombres,1640109,24
2066,Oaxaca,OAX,Hombres,2262886,41
2066,Oaxaca,OAX,Mujeres,2495165,43
2066,Oaxaca,OAX,Total,4758051,42
2043,Oaxaca,OAX,Hombres,2249013,35
2043,Oaxaca,OAX,Mujeres,2474842,37
2043,Oaxaca,OAX,Total,4723855,36
1978,Oaxaca,OAX,Mujeres,1208369,23
2054,Oaxaca,OAX,Mujeres,2519303,40
1978,Oaxaca,OAX,Hombres,1210795,22
2035,Oaxaca,OAX,Hombres,2186394,33
2063,Oaxaca,OAX,Hombres,2272475,40
2063,Oaxaca,OAX,Mujeres,2507878,42
2018,Oaxaca,OAX,Hombres,1992706,30
2062,Oaxaca,OAX,Hombres,2275275,40
2063,Oaxaca,OAX,Total,4780353,41
2033,Oaxaca,OAX,Total,4543808,34
1999,Oaxaca,OAX,Mujeres,1785221,26
2059,Oaxaca,OAX,Hombres,2281887,39
2020,Oaxaca,OAX,Mujeres,2187926,32
2020,Oaxaca,OAX,Total,4204445,31
1995,Oaxaca,OAX,Total,3296895,24
2042,Oaxaca,OAX,Mujeres,2467465,37
1995,Oaxaca,OAX,Mujeres,1673686,25
1995,Oaxaca,OAX,Hombres,1623209,24
2042,Oaxaca,OAX,Hombres,2243616,35
2064,Oaxaca,OAX,Mujeres,2504114,43
2064,Oaxaca,OAX,Hombres,2269484,40
2000,Oaxaca,OAX,Hombres,1713709,25
2054,Oaxaca,OAX,Hombres,2282757,38
1979,Oaxaca,OAX,Mujeres,1216369,23
2000,Oaxaca,OAX,Mujeres,1808875,26
1979,Oaxaca,OAX,Total,2436656,22
2020,Oaxaca,OAX,Hombres,2016519,30
2062,Oaxaca,OAX,Total,4786431,41
2048,Oaxaca,OAX,Hombres,2268022,37
2052,Oaxaca,OAX,Mujeres,2516154,40
2061,Oaxaca,OAX,Total,4791753,41
2061,Oaxaca,OAX,Mujeres,2513940,42
2040,Oaxaca,OAX,Mujeres,2451051,37
2040,Oaxaca,OAX,Total,4681456,36
2070,Oaxaca,OAX,Hombres,2245880,42
2022,Oaxaca,OAX,Hombres,2031892,30
2022,Oaxaca,OAX,Mujeres,2212646,32
2061,Oaxaca,OAX,Hombres,2277813,40
1999,Oaxaca,OAX,Hombres,1699347,25
2053,Oaxaca,OAX,Total,4799100,39
2053,Oaxaca,OAX,Mujeres,2517994,40
1983,Oaxaca,OAX,Hombres,1328291,22
1983,Oaxaca,OAX,Mujeres,1335791,23
1972,Oaxaca,OAX,Hombres,1126452,22
2022,Oaxaca,OAX,Total,4244538,31
2012,Oaxaca,OAX,Hombres,1904364,28
1972,Oaxaca,OAX,Mujeres,1134174,22
1988,Puebla,PUE,Total,4159009,23
1992,Puebla,PUE,Hombres,2205721,23
1992,Puebla,PUE,Mujeres,2288615,24
1992,Puebla,PUE,Total,4494336,24
2027,Puebla,PUE,Hombres,3483889,30
2050,Puebla,PUE,Total,8365647,38
2044,Puebla,PUE,Hombres,3946221,35
2000,Puebla,PUE,Total,5208423,25
2010,Puebla,PUE,Mujeres,3087097,28
2038,Puebla,PUE,Hombres,3819781,33
2038,Puebla,PUE,Mujeres,4102150,36
1988,Puebla,PUE,Hombres,2047411,22
1980,Puebla,PUE,Mujeres,1736244,23
2039,Puebla,PUE,Total,7971627,35
2059,Puebla,PUE,Mujeres,4400301,42
2016,Puebla,PUE,Mujeres,3323242,30
2026,Puebla,PUE,Total,7149139,31
2046,Puebla,PUE,Mujeres,4272650,38
2068,Puebla,PUE,Hombres,4103955,42
2046,Puebla,PUE,Hombres,3978825,36
2055,Puebla,PUE,Hombres,4085712,38
1993,Puebla,PUE,Total,4577466,24
2037,Puebla,PUE,Total,7869856,34
1993,Puebla,PUE,Mujeres,2332249,24
1993,Puebla,PUE,Hombres,2245217,23
2026,Puebla,PUE,Hombres,3446220,30
2026,Puebla,PUE,Mujeres,3702919,32
2055,Puebla,PUE,Total,8466341,39
2027,Puebla,PUE,Mujeres,3742265,33
1970,Puebla,PUE,Mujeres,1365009,23
2029,Puebla,PUE,Total,7373350,32
1970,Puebla,PUE,Total,2722961,22
2010,Puebla,PUE,Total,5935838,27
2029,Puebla,PUE,Mujeres,3818186,33
2029,Puebla,PUE,Hombres,3555164,31
2017,Puebla,PUE,Total,6482027,29
2017,Puebla,PUE,Hombres,3121790,28
1996,Puebla,PUE,Total,4834361,24
1981,Puebla,PUE,Total,3534406,22
1981,Puebla,PUE,Mujeres,1780576,23
1981,Puebla,PUE,Hombres,1753830,22
2015,Puebla,PUE,Mujeres,3286315,30
2015,Puebla,PUE,Hombres,3047579,28
2011,Puebla,PUE,Total,6019204,28
1997,Puebla,PUE,Hombres,2412349,24
2051,Puebla,PUE,Mujeres,4343471,39
2051,Puebla,PUE,Total,8389705,38
2065,Puebla,PUE,Hombres,4112221,41
2065,Puebla,PUE,Mujeres,4397547,43
2055,Puebla,PUE,Mujeres,4380629,41
2017,Puebla,PUE,Mujeres,3360237,30
2005,Puebla,PUE,Total,5571786,26
2053,Puebla,PUE,Hombres,4067933,38
1996,Puebla,PUE,Mujeres,2468532,25
2053,Puebla,PUE,Mujeres,4364234,40
2070,Puebla,PUE,Total,8461898,43
2027,Puebla,PUE,Total,7226154,31
2016,Puebla,PUE,Hombres,3084711,28
2070,Puebla,PUE,Mujeres,4367650,44
2070,Puebla,PUE,Hombres,4094248,42
2038,Puebla,PUE,Total,7921931,34
2011,Puebla,PUE,Hombres,2890232,27
2011,Puebla,PUE,Mujeres,3128972,28
2065,Puebla,PUE,Total,8509768,42
2010,Puebla,PUE,Hombres,2848741,27
2050,Puebla,PUE,Hombres,4034182,37
1978,Puebla,PUE,Mujeres,1662237,22
1978,Puebla,PUE,Total,3307878,22
2066,Puebla,PUE,Hombres,4110250,41
1996,Puebla,PUE,Hombres,2365829,24
2053,Puebla,PUE,Total,8432167,39
2050,Puebla,PUE,Mujeres,4331465,39
2018,Puebla,PUE,Hombres,3159985,29
1988,Puebla,PUE,Mujeres,2111598,23
2045,Puebla,PUE,Mujeres,4255242,38
2004,Puebla,PUE,Total,5500489,26
2047,Puebla,PUE,Mujeres,4288981,38
1970,Puebla,PUE,Hombres,1357952,22
1985,Puebla,PUE,Mujeres,1972247,23
2030,Puebla,PUE,Total,7443370,32
2047,Puebla,PUE,Hombres,3993769,36
1983,Puebla,PUE,Hombres,1839138,22
2006,Puebla,PUE,Hombres,2717695,26
2067,Puebla,PUE,Hombres,4107511,41
2067,Puebla,PUE,Mujeres,4388431,44
2006,Puebla,PUE,Mujeres,2923489,27
2006,Puebla,PUE,Total,5641184,26
2067,Puebla,PUE,Total,8495942,43
1983,Puebla,PUE,Mujeres,1876261,23
1983,Puebla,PUE,Total,3715399,22
2024,Puebla,PUE,Total,6989402,31
2012,Puebla,PUE,Hombres,2932162,27
2068,Puebla,PUE,Total,8486385,43
2041,Puebla,PUE,Hombres,3888901,34
2005,Puebla,PUE,Hombres,2690416,26
2004,Puebla,PUE,Mujeres,2838962,27
1973,Puebla,PUE,Hombres,1468210,22
2025,Puebla,PUE,Total,7070124,31
1973,Puebla,PUE,Total,2945634,22
1975,Puebla,PUE,Hombres,1542233,21
2025,Puebla,PUE,Hombres,3407309,30
1973,Puebla,PUE,Mujeres,1477424,22
2056,Puebla,PUE,Mujeres,4387182,41
2025,Puebla,PUE,Mujeres,3662815,32
1985,Puebla,PUE,Hombres,1924482,22
1975,Puebla,PUE,Mujeres,1553743,22
2002,Puebla,PUE,Hombres,2598165,25
2002,Puebla,PUE,Mujeres,2755831,26
2002,Puebla,PUE,Total,5353996,26
2005,Puebla,PUE,Mujeres,2881370,27
2044,Puebla,PUE,Total,8182970,36
1985,Puebla,PUE,Total,3896729,23
2047,Puebla,PUE,Total,8282750,37
2024,Puebla,PUE,Mujeres,3622070,32
2039,Puebla,PUE,Hombres,3844136,34
1974,Puebla,PUE,Mujeres,1515635,22
1974,Puebla,PUE,Hombres,1505380,22
2060,Puebla,PUE,Hombres,4110682,40
2045,Puebla,PUE,Total,8218257,37
2028,Puebla,PUE,Hombres,3520215,31
2012,Puebla,PUE,Mujeres,3170546,29
2028,Puebla,PUE,Mujeres,3780723,33
2028,Puebla,PUE,Total,7300938,32
2003,Puebla,PUE,Mujeres,2797214,26
2003,Puebla,PUE,Hombres,2630785,25
1984,Puebla,PUE,Hombres,1882058,22
1984,Puebla,PUE,Mujeres,1924433,23
1984,Puebla,PUE,Total,3806491,22
2037,Puebla,PUE,Hombres,3794278,33
1974,Puebla,PUE,Total,3021015,22
2045,Puebla,PUE,Hombres,3963015,35
1975,Puebla,PUE,Total,3095976,22
2060,Puebla,PUE,Total,8513178,41
2003,Puebla,PUE,Total,5427999,26
2060,Puebla,PUE,Mujeres,4402496,42
2041,Puebla,PUE,Total,8063509,35
2030,Puebla,PUE,Hombres,3588792,31
2024,Puebla,PUE,Hombres,3367332,30
2030,Puebla,PUE,Mujeres,3854578,33
2037,Puebla,PUE,Mujeres,4075578,35
2041,Puebla,PUE,Mujeres,4174608,37
2068,Puebla,PUE,Mujeres,4382430,44
2046,Puebla,PUE,Total,8251475,37
2004,Puebla,PUE,Hombres,2661527,25
2056,Puebla,PUE,Hombres,4092934,39
2056,Puebla,PUE,Total,8480116,40
2001,Puebla,PUE,Hombres,2564991,25
2001,Puebla,PUE,Mujeres,2715338,26
2001,Puebla,PUE,Total,5280329,25
2039,Puebla,PUE,Mujeres,4127491,36
1995,Puebla,PUE,Hombres,2322467,23
2016,Puebla,PUE,Total,6407953,29
2058,Puebla,PUE,Hombres,4103947,39
2032,Puebla,PUE,Total,7576366,33
2063,Puebla,PUE,Hombres,4113945,40
2049,Puebla,PUE,Total,8339789,38
1977,Puebla,PUE,Mujeres,1626598,22
1977,Puebla,PUE,Total,3238679,22
2008,Puebla,PUE,Hombres,2777170,26
2044,Puebla,PUE,Mujeres,4236749,37
2019,Puebla,PUE,Hombres,3198766,29
2040,Puebla,PUE,Total,8018826,35
2069,Puebla,PUE,Total,8475041,43
2043,Puebla,PUE,Total,8145492,36
2033,Puebla,PUE,Total,7639432,33
2033,Puebla,PUE,Mujeres,3956775,34
2033,Puebla,PUE,Hombres,3682657,32
1971,Puebla,PUE,Total,2795346,22
2020,Puebla,PUE,Hombres,3230785,29
2069,Puebla,PUE,Mujeres,4375493,44
2020,Puebla,PUE,Mujeres,3474432,31
2008,Puebla,PUE,Mujeres,3007959,28
1987,Puebla,PUE,Hombres,2007072,22
1999,Puebla,PUE,Total,5126942,25
1999,Puebla,PUE,Mujeres,2629426,26
1999,Puebla,PUE,Hombres,2497516,24
2009,Puebla,PUE,Hombres,2811729,26
2009,Puebla,PUE,Mujeres,3047261,28
2019,Puebla,PUE,Total,6637103,30
2008,Puebla,PUE,Total,5785129,27
2020,Puebla,PUE,Total,6705217,30
1991,Puebla,PUE,Mujeres,2244912,24
1995,Puebla,PUE,Mujeres,2418745,25
1995,Puebla,PUE,Total,4741212,24
1982,Puebla,PUE,Hombres,1796317,22
2063,Puebla,PUE,Total,8516588,42
2063,Puebla,PUE,Mujeres,4402643,43
2018,Puebla,PUE,Total,6558654,30
2035,Puebla,PUE,Total,7758971,34
2069,Puebla,PUE,Hombres,4099548,42
1977,Puebla,PUE,Hombres,1612081,22
2032,Puebla,PUE,Hombres,3652448,32
2036,Puebla,PUE,Total,7815493,34
2043,Puebla,PUE,Mujeres,4217151,37
1972,Puebla,PUE,Total,2870352,22
2061,Puebla,PUE,Total,8516227,41
2036,Puebla,PUE,Hombres,3767726,33
1972,Puebla,PUE,Hombres,1430974,22
2061,Puebla,PUE,Mujeres,4403615,42
2040,Puebla,PUE,Mujeres,4151633,36
1972,Puebla,PUE,Mujeres,1439378,22
2035,Puebla,PUE,Mujeres,4018712,35
2043,Puebla,PUE,Hombres,3928341,35
2040,Puebla,PUE,Hombres,3867193,34
2036,Puebla,PUE,Mujeres,4047767,35
2061,Puebla,PUE,Hombres,4112612,40
1990,Puebla,PUE,Mujeres,2201654,24
2032,Puebla,PUE,Mujeres,3923918,34
2034,Puebla,PUE,Mujeres,3988378,34
2034,Puebla,PUE,Total,7700285,33
1991,Puebla,PUE,Total,4411075,23
1989,Puebla,PUE,Total,4245006,23
1991,Puebla,PUE,Hombres,2166163,23
1971,Puebla,PUE,Mujeres,1401533,23
1990,Puebla,PUE,Hombres,2127187,23
2031,Puebla,PUE,Total,7511018,33
2031,Puebla,PUE,Mujeres,3889833,34
2031,Puebla,PUE,Hombres,3621185,31
1990,Puebla,PUE,Total,4328841,23
1971,Puebla,PUE,Hombres,1393813,22
2042,Puebla,PUE,Total,8105701,36
2042,Puebla,PUE,Mujeres,4196432,37
2042,Puebla,PUE,Hombres,3909269,35
1989,Puebla,PUE,Hombres,2087701,23
1989,Puebla,PUE,Mujeres,2157305,24
2034,Puebla,PUE,Hombres,3711907,32
2014,Puebla,PUE,Total,6259726,28
2035,Puebla,PUE,Hombres,3740259,33
2066,Puebla,PUE,Mujeres,4393486,43
2049,Puebla,PUE,Mujeres,4318384,39
2014,Puebla,PUE,Mujeres,3249290,29
2014,Puebla,PUE,Hombres,3010436,28
2052,Puebla,PUE,Total,8411915,39
2058,Puebla,PUE,Total,8500972,40
1978,Puebla,PUE,Hombres,1645641,22
2018,Puebla,PUE,Mujeres,3398669,30
2000,Puebla,PUE,Mujeres,2675378,26
2022,Puebla,PUE,Mujeres,3539285,31
2015,Puebla,PUE,Total,6333894,29
2012,Puebla,PUE,Total,6102708,28
2007,Puebla,PUE,Hombres,2745463,26
2007,Puebla,PUE,Mujeres,2966041,27
2007,Puebla,PUE,Total,5711504,27
2059,Puebla,PUE,Total,8508115,40
2058,Puebla,PUE,Mujeres,4397025,41
1980,Puebla,PUE,Hombres,1713885,22
1998,Puebla,PUE,Hombres,2456276,24
2062,Puebla,PUE,Hombres,4113673,40
2013,Puebla,PUE,Hombres,2972202,27
1980,Puebla,PUE,Total,3450129,22
1986,Puebla,PUE,Total,3985507,23
1986,Puebla,PUE,Mujeres,2019373,23
1986,Puebla,PUE,Hombres,1966134,22
2052,Puebla,PUE,Hombres,4057528,37
2052,Puebla,PUE,Mujeres,4354387,40
1997,Puebla,PUE,Mujeres,2523233,25
2049,Puebla,PUE,Hombres,4021405,37
1979,Puebla,PUE,Hombres,1678687,22
1979,Puebla,PUE,Mujeres,1697800,23
1979,Puebla,PUE,Total,3376487,22
1998,Puebla,PUE,Total,5033125,25
1998,Puebla,PUE,Mujeres,2576849,25
1997,Puebla,PUE,Total,4935582,24
2013,Puebla,PUE,Mujeres,3210876,29
2051,Puebla,PUE,Hombres,4046234,37
2059,Puebla,PUE,Hombres,4107814,39
1976,Puebla,PUE,Mujeres,1590754,22
1994,Puebla,PUE,Total,4659173,24
2064,Puebla,PUE,Hombres,4113452,41
2064,Puebla,PUE,Mujeres,4400601,43
1982,Puebla,PUE,Total,3624510,22
1982,Puebla,PUE,Mujeres,1828193,23
1987,Puebla,PUE,Total,4072843,23
1987,Puebla,PUE,Mujeres,2065771,23
2019,Puebla,PUE,Mujeres,3438337,31
2057,Puebla,PUE,Hombres,4099001,39
2057,Puebla,PUE,Mujeres,4392652,41
2057,Puebla,PUE,Total,8491653,40
2066,Puebla,PUE,Total,8503736,42
2048,Puebla,PUE,Hombres,4007952,36
1976,Puebla,PUE,Hombres,1577874,22
2048,Puebla,PUE,Mujeres,4304216,39
2054,Puebla,PUE,Hombres,4077361,38
2054,Puebla,PUE,Total,8450337,39
2054,Puebla,PUE,Mujeres,4372976,40
2013,Puebla,PUE,Total,6183078,28
2062,Puebla,PUE,Total,8517324,41
2062,Puebla,PUE,Mujeres,4403651,42
2021,Puebla,PUE,Total,6758650,30
2021,Puebla,PUE,Mujeres,3504453,31
2021,Puebla,PUE,Hombres,3254197,29
2022,Puebla,PUE,Hombres,3285500,29
2022,Puebla,PUE,Total,6824785,30
2048,Puebla,PUE,Total,8312168,37
1976,Puebla,PUE,Total,3168628,22
2000,Puebla,PUE,Hombres,2533045,24
2023,Puebla,PUE,Total,6907421,31
2023,Puebla,PUE,Mujeres,3580828,32
2023,Puebla,PUE,Hombres,3326593,30
1994,Puebla,PUE,Hombres,2283910,23
2009,Puebla,PUE,Total,5858990,27
2064,Puebla,PUE,Total,8514053,42
1994,Puebla,PUE,Mujeres,2375263,24
1974,Querétaro,QRO,Hombres,305535,21
1974,Querétaro,QRO,Mujeres,301804,21
1974,Querétaro,QRO,Total,607339,21
2037,Querétaro,QRO,Total,3140275,37
1988,Querétaro,QRO,Total,1028815,22
1970,Querétaro,QRO,Mujeres,258386,22
2027,Querétaro,QRO,Mujeres,1399793,34
1970,Querétaro,QRO,Total,519908,21
2027,Querétaro,QRO,Total,2746349,33
2027,Querétaro,QRO,Hombres,1346556,32
1970,Querétaro,QRO,Hombres,261522,21
2031,Querétaro,QRO,Total,2916211,34
1988,Querétaro,QRO,Mujeres,518150,22
1979,Querétaro,QRO,Hombres,364625,21
1988,Querétaro,QRO,Hombres,510665,22
2045,Querétaro,QRO,Mujeres,1725950,41
2022,Querétaro,QRO,Hombres,1229004,30
2016,Querétaro,QRO,Hombres,1065724,28
1979,Querétaro,QRO,Mujeres,360909,21
2070,Querétaro,QRO,Hombres,1752437,47
2038,Querétaro,QRO,Hombres,1553315,36
2038,Querétaro,QRO,Mujeres,1620759,38
2015,Querétaro,QRO,Total,2106659,29
2015,Querétaro,QRO,Mujeres,1071365,29
2015,Querétaro,QRO,Hombres,1035294,28
2038,Querétaro,QRO,Total,3174074,37
2021,Querétaro,QRO,Total,2462684,31
2048,Querétaro,QRO,Mujeres,1761669,42
2045,Querétaro,QRO,Total,3375651,40
2037,Querétaro,QRO,Mujeres,1603355,38
2028,Querétaro,QRO,Total,2790522,33
2031,Querétaro,QRO,Hombres,1428820,33
1991,Querétaro,QRO,Total,1134369,22
2028,Querétaro,QRO,Mujeres,1422445,34
2031,Querétaro,QRO,Mujeres,1487391,35
1992,Querétaro,QRO,Total,1166962,23
2060,Querétaro,QRO,Total,3599686,45
1992,Querétaro,QRO,Hombres,577573,22
2060,Querétaro,QRO,Hombres,1755317,44
1991,Querétaro,QRO,Mujeres,572722,23
2026,Querétaro,QRO,Total,2700978,32
2048,Querétaro,QRO,Hombres,1681336,40
2047,Querétaro,QRO,Mujeres,1750416,41
2023,Querétaro,QRO,Total,2557915,31
2023,Querétaro,QRO,Mujeres,1304260,32
2023,Querétaro,QRO,Hombres,1253655,31
2032,Querétaro,QRO,Hombres,1447958,34
2032,Querétaro,QRO,Mujeres,1508035,36
2032,Querétaro,QRO,Total,2955993,35
1994,Querétaro,QRO,Hombres,609217,23
2016,Querétaro,QRO,Mujeres,1103186,30
1984,Querétaro,QRO,Total,884296,22
2060,Querétaro,QRO,Mujeres,1844369,46
2029,Querétaro,QRO,Hombres,1388931,33
2045,Querétaro,QRO,Hombres,1649701,39
1973,Querétaro,QRO,Hombres,294097,21
2050,Querétaro,QRO,Mujeres,1782189,43
1991,Querétaro,QRO,Hombres,561647,22
2044,Querétaro,QRO,Hombres,1637959,38
2044,Querétaro,QRO,Mujeres,1712759,40
2044,Querétaro,QRO,Total,3350718,39
2030,Querétaro,QRO,Total,2875396,34
2030,Querétaro,QRO,Mujeres,1466238,35
1972,Querétaro,QRO,Total,562119,21
2037,Querétaro,QRO,Hombres,1536920,36
1973,Querétaro,QRO,Mujeres,290479,21
1973,Querétaro,QRO,Total,584576,21
2068,Querétaro,QRO,Total,3604320,48
2068,Querétaro,QRO,Mujeres,1847178,49
2068,Querétaro,QRO,Hombres,1757142,47
2029,Querétaro,QRO,Total,2833525,34
2029,Querétaro,QRO,Mujeres,1444594,34
2030,Querétaro,QRO,Hombres,1409158,33
2028,Querétaro,QRO,Hombres,1368077,32
2013,Querétaro,QRO,Hombres,983587,27
2070,Querétaro,QRO,Mujeres,1841882,49
