,AÑO,ENTIDAD,Clave_Entidad,SEXO,EDAD,POBLACION
3723,2025,Sonora,SON,Mujeres,54.5,1558776
3724,2025,Tabasco,TAB,Hombres,54.5,1203601
3725,2025,Tabasco,TAB,Mujeres,54.5,1263918
3726,2025,Tamaulipas,TAM,Hombres,54.5,1856321
3727,2025,Tamaulipas,TAM,Mujeres,54.5,1892098
3728,2025,Tlaxcala,TLAX,Hombres,54.5,700831
3729,2025,Tlaxcala,TLAX,Mujeres,54.5,746890
3730,2025,Veracruz,VER,Hombres,54.5,3899214
3731,2025,Veracruz,VER,Mujeres,54.5,4222061
3732,2025,Yucatán,YUC,Hombres,54.5,1237379
3733,2025,Yucatán,YUC,Mujeres,54.5,1276082
3734,2025,Zacatecas,ZAC,Hombres,54.5,837903
3735,2025,Zacatecas,ZAC,Mujeres,54.5,875033
3736,2026,Aguascalientes,AG,Hombres,54.5,768387
3737,2026,Aguascalientes,AG,Mujeres,54.5,799172
3738,2026,Baja California,BC,Hombres,54.5,2129193
3739,2026,Baja California,BC,Mujeres,54.5,2060092
3740,2026,Baja California Sur,BCS,Hombres,54.5,470219
3741,2026,Baja California Sur,BCS,Mujeres,54.5,451515
3742,2026,Campeche,CAMP,Hombres,54.5,471552
3743,2026,Campeche,CAMP,Mujeres,54.5,490462
3744,2026,Chiapas,CHIA,Hombres,54.5,3017690
3745,2026,Chiapas,CHIA,Mujeres,54.5,3167779
3746,2026,Chihuahua,CH,Hombres,54.5,2044698
3747,2026,Chihuahua,CH,Mujeres,54.5,2042608
3748,2026,Ciudad de México,CDMX,Hombres,54.5,4398354
3749,2026,Ciudad de México,CDMX,Mujeres,54.5,4761612
3750,2026,Coahuila,COH,Hombres,54.5,1718496
3751,2026,Coahuila,COH,Mujeres,54.5,1721889
3752,2026,Colima,COL,Hombres,54.5,382068
3753,2026,Colima,COL,Mujeres,54.5,389470
3754,2026,Durango,DGO,Hombres,54.5,961437
3755,2026,Durango,DGO,Mujeres,54.5,978045
3756,2026,Guanajuato,GJ,Hombres,54.5,3200065
3757,2026,Guanajuato,GJ,Mujeres,54.5,3390684
3758,2026,Guerrero,GUE,Hombres,54.5,1735208
3759,2026,Guerrero,GUE,Mujeres,54.5,1871088
3760,2026,Hidalgo,HDGO,Hombres,54.5,1596343
3761,2026,Hidalgo,HDGO,Mujeres,54.5,1737717
3762,2026,Jalisco,JAL,Hombres,54.5,4437606
3763,2026,Jalisco,JAL,Mujeres,54.5,4544421
3764,2026,Michoacán,MICH,Hombres,54.5,2485028
3765,2026,Michoacán,MICH,Mujeres,54.5,2604355
3766,2026,Morelos,MOR,Hombres,54.5,999455
3767,2026,Morelos,MOR,Mujeres,54.5,1068017
3768,2026,México,EDOMX,Hombres,54.5,8647033
3769,2026,México,EDOMX,Mujeres,54.5,9175387
3770,2026,Nayarit,NAY,Hombres,54.5,663001
3771,2026,Nayarit,NAY,Mujeres,54.5,675498
3772,2026,Nuevo León,NL,Hombres,54.5,3273808
3773,2026,Nuevo León,NL,Mujeres,54.5,3242394
3774,2026,Oaxaca,OAX,Hombres,54.5,2091215
3775,2026,Oaxaca,OAX,Mujeres,54.5,2277782
3776,2026,Puebla,PUE,Hombres,54.5,3446220
3777,2026,Puebla,PUE,Mujeres,54.5,3702919
3778,2026,Querétaro,QRO,Hombres,54.5,1324335
3779,2026,Querétaro,QRO,Mujeres,54.5,1376643
3780,2026,Quintana Roo,QROO,Hombres,54.5,1076933
3781,2026,Quintana Roo,QROO,Mujeres,54.5,1064149
3782,2026,República Mexicana,Nacional,Hombres,54.5,65757028
3783,2026,República Mexicana,Nacional,Mujeres,54.5,68650230
3784,2026,San Luis Potosí,SLP,Hombres,54.5,1459780
3785,2026,San Luis Potosí,SLP,Mujeres,54.5,1542871
3786,2026,Sinaloa,SLOA,Hombres,54.5,1587957
3787,2026,Sinaloa,SLOA,Mujeres,54.5,1620082
3788,2026,Sonora,SON,Hombres,54.5,1597313
3789,2026,Sonora,SON,Mujeres,54.5,1571311
3790,2026,Tabasco,TAB,Hombres,54.5,1205087
3791,2026,Tabasco,TAB,Mujeres,54.5,1267581
3792,2026,Tamaulipas,TAM,Hombres,54.5,1871538
3793,2026,Tamaulipas,TAM,Mujeres,54.5,1905934
3794,2026,Tlaxcala,TLAX,Hombres,54.5,708794
3795,2026,Tlaxcala,TLAX,Mujeres,54.5,755721
3796,2026,Veracruz,VER,Hombres,54.5,3891900
3797,2026,Veracruz,VER,Mujeres,54.5,4219913
3798,2026,Yucatán,YUC,Hombres,54.5,1251521
3799,2026,Yucatán,YUC,Mujeres,54.5,1291015
3800,2026,Zacatecas,ZAC,Hombres,54.5,844794
3801,2026,Zacatecas,ZAC,Mujeres,54.5,882104
3802,2027,Aguascalientes,AG,Hombres,54.5,777072
3803,2027,Aguascalientes,AG,Mujeres,54.5,808338
3804,2027,Baja California,BC,Hombres,54.5,2158385
3805,2027,Baja California,BC,Mujeres,54.5,2086347
3806,2027,Baja California Sur,BCS,Hombres,54.5,479026
3807,2027,Baja California Sur,BCS,Mujeres,54.5,460076
3808,2027,Campeche,CAMP,Hombres,54.5,472559
3809,2027,Campeche,CAMP,Mujeres,54.5,492492
3810,2027,Chiapas,CHIA,Hombres,54.5,3052468
3811,2027,Chiapas,CHIA,Mujeres,54.5,3208354
3812,2027,Chihuahua,CH,Hombres,54.5,2066893
3813,2027,Chihuahua,CH,Mujeres,54.5,2061971
3814,2027,Ciudad de México,CDMX,Hombres,54.5,4386331
3815,2027,Ciudad de México,CDMX,Mujeres,54.5,4746403
3816,2027,Coahuila,COH,Hombres,54.5,1738360
3817,2027,Coahuila,COH,Mujeres,54.5,1740940
3818,2027,Colima,COL,Hombres,54.5,384100
3819,2027,Colima,COL,Mujeres,54.5,391573
3820,2027,Durango,DGO,Hombres,54.5,967057
3821,2027,Durango,DGO,Mujeres,54.5,983820
3822,2027,Guanajuato,GJ,Hombres,54.5,3222426
3823,2027,Guanajuato,GJ,Mujeres,54.5,3418448
3824,2027,Guerrero,GUE,Hombres,54.5,1732995
3825,2027,Guerrero,GUE,Mujeres,54.5,1870407
3826,2027,Hidalgo,HDGO,Hombres,54.5,1610516
3827,2027,Hidalgo,HDGO,Mujeres,54.5,1756389
3828,2027,Jalisco,JAL,Hombres,54.5,4476002
3829,2027,Jalisco,JAL,Mujeres,54.5,4580771
3830,2027,Michoacán,MICH,Hombres,54.5,2506122
3831,2027,Michoacán,MICH,Mujeres,54.5,2625468
3832,2027,Morelos,MOR,Hombres,54.5,1004527
3833,2027,Morelos,MOR,Mujeres,54.5,1073478
3834,2027,México,EDOMX,Hombres,54.5,8687957
3835,2027,México,EDOMX,Mujeres,54.5,9226130
3836,2027,Nayarit,NAY,Hombres,54.5,669248
3837,2027,Nayarit,NAY,Mujeres,54.5,682774
3838,2027,Nuevo León,NL,Hombres,54.5,3325255
3839,2027,Nuevo León,NL,Mujeres,54.5,3291733
3840,2027,Oaxaca,OAX,Hombres,54.5,2104183
3841,2027,Oaxaca,OAX,Mujeres,54.5,2293142
3842,2027,Puebla,PUE,Hombres,54.5,3483889
3843,2027,Puebla,PUE,Mujeres,54.5,3742265
3844,2027,Querétaro,QRO,Hombres,54.5,1346556
3845,2027,Querétaro,QRO,Mujeres,54.5,1399793
3846,2027,Quintana Roo,QROO,Hombres,54.5,1095596
3847,2027,Quintana Roo,QROO,Mujeres,54.5,1083895
3848,2027,República Mexicana,Nacional,Hombres,54.5,66233003
3849,2027,República Mexicana,Nacional,Mujeres,54.5,69158659
3850,2027,San Luis Potosí,SLP,Hombres,54.5,1469573
3851,2027,San Luis Potosí,SLP,Mujeres,54.5,1554841
3852,2027,Sinaloa,SLOA,Hombres,54.5,1597161
3853,2027,Sinaloa,SLOA,Mujeres,54.5,1630252
3854,2027,Sonora,SON,Hombres,54.5,1611683
3855,2027,Sonora,SON,Mujeres,54.5,1583353
3856,2027,Tabasco,TAB,Hombres,54.5,1206151
3857,2027,Tabasco,TAB,Mujeres,54.5,1270888
3858,2027,Tamaulipas,TAM,Hombres,54.5,1885352
3859,2027,Tamaulipas,TAM,Mujeres,54.5,1919049
3860,2027,Tlaxcala,TLAX,Hombres,54.5,716492
3861,2027,Tlaxcala,TLAX,Mujeres,54.5,764348
3862,2027,Veracruz,VER,Hombres,54.5,3882869
3863,2027,Veracruz,VER,Mujeres,54.5,4216470
3864,2027,Yucatán,YUC,Hombres,54.5,1265109
3865,2027,Yucatán,YUC,Mujeres,54.5,1305519
3866,2027,Zacatecas,ZAC,Hombres,54.5,851090
3867,2027,Zacatecas,ZAC,Mujeres,54.5,888932
3868,2028,Aguascalientes,AG,Hombres,54.5,785371
3869,2028,Aguascalientes,AG,Mujeres,54.5,817251
3870,2028,Baja California,BC,Hombres,54.5,2186070
3871,2028,Baja California,BC,Mujeres,54.5,2111893
3872,2028,Baja California Sur,BCS,Hombres,54.5,487648
3873,2028,Baja California Sur,BCS,Mujeres,54.5,468493
3874,2028,Campeche,CAMP,Hombres,54.5,473366
3875,2028,Campeche,CAMP,Mujeres,54.5,494349
3876,2028,Chiapas,CHIA,Hombres,54.5,3085943
3877,2028,Chiapas,CHIA,Mujeres,54.5,3248027
3878,2028,Chihuahua,CH,Hombres,54.5,2087362
3879,2028,Chihuahua,CH,Mujeres,54.5,2080533
3880,2028,Ciudad de México,CDMX,Hombres,54.5,4372059
3881,2028,Ciudad de México,CDMX,Mujeres,54.5,4730077
3882,2028,Coahuila,COH,Hombres,54.5,1757451
3883,2028,Coahuila,COH,Mujeres,54.5,1759524
3884,2028,Colima,COL,Hombres,54.5,385948
3885,2028,Colima,COL,Mujeres,54.5,393558
3886,2028,Durango,DGO,Hombres,54.5,972117
3887,2028,Durango,DGO,Mujeres,54.5,989280
3888,2028,Guanajuato,GJ,Hombres,54.5,3243054
3889,2028,Guanajuato,GJ,Mujeres,54.5,3445109
3890,2028,Guerrero,GUE,Hombres,54.5,1729786
3891,2028,Guerrero,GUE,Mujeres,54.5,1869075
3892,2028,Hidalgo,HDGO,Hombres,54.5,1623866
3893,2028,Hidalgo,HDGO,Mujeres,54.5,1774549
3894,2028,Jalisco,JAL,Hombres,54.5,4512081
3895,2028,Jalisco,JAL,Mujeres,54.5,4615685
3896,2028,Michoacán,MICH,Hombres,54.5,2525788
3897,2028,Michoacán,MICH,Mujeres,54.5,2645908
3898,2028,Morelos,MOR,Hombres,54.5,1009114
3899,2028,Morelos,MOR,Mujeres,54.5,1078590
3900,2028,México,EDOMX,Hombres,54.5,8724935
3901,2028,México,EDOMX,Mujeres,54.5,9273382
3902,2028,Nayarit,NAY,Hombres,54.5,675072
3903,2028,Nayarit,NAY,Mujeres,54.5,689800
3904,2028,Nuevo León,NL,Hombres,54.5,3375376
3905,2028,Nuevo León,NL,Mujeres,54.5,3340236
3906,2028,Oaxaca,OAX,Hombres,54.5,2116235
3907,2028,Oaxaca,OAX,Mujeres,54.5,2308090
3908,2028,Puebla,PUE,Hombres,54.5,3520215
3909,2028,Puebla,PUE,Mujeres,54.5,3780723
3910,2028,Querétaro,QRO,Hombres,54.5,1368077
3911,2028,Querétaro,QRO,Mujeres,54.5,1422445
3912,2028,Quintana Roo,QROO,Hombres,54.5,1113691
3913,2028,Quintana Roo,QROO,Mujeres,54.5,1103155
3914,2028,República Mexicana,Nacional,Hombres,54.5,66675613
3915,2028,República Mexicana,Nacional,Mujeres,54.5,69645982
3916,2028,San Luis Potosí,SLP,Hombres,54.5,1478627
3917,2028,San Luis Potosí,SLP,Mujeres,54.5,1566428
3918,2028,Sinaloa,SLOA,Hombres,54.5,1605595
3919,2028,Sinaloa,SLOA,Mujeres,54.5,1639902
3920,2028,Sonora,SON,Hombres,54.5,1625055
3921,2028,Sonora,SON,Mujeres,54.5,1594885
3922,2028,Tabasco,TAB,Hombres,54.5,1206820
3923,2028,Tabasco,TAB,Mujeres,54.5,1273860
3924,2028,Tamaulipas,TAM,Hombres,54.5,1897733
3925,2028,Tamaulipas,TAM,Mujeres,54.5,1931408
3926,2028,Tlaxcala,TLAX,Hombres,54.5,723918
3927,2028,Tlaxcala,TLAX,Mujeres,54.5,772757
3928,2028,Veracruz,VER,Hombres,54.5,3872281
3929,2028,Veracruz,VER,Mujeres,54.5,4211864
3930,2028,Yucatán,YUC,Hombres,54.5,1278167
3931,2028,Yucatán,YUC,Mujeres,54.5,1319617
3932,2028,Zacatecas,ZAC,Hombres,54.5,856792
3933,2028,Zacatecas,ZAC,Mujeres,54.5,895529
3934,2029,Aguascalientes,AG,Hombres,54.5,793315
3935,2029,Aguascalientes,AG,Mujeres,54.5,825919
3936,2029,Baja California,BC,Hombres,54.5,2212407
3937,2029,Baja California,BC,Mujeres,54.5,2136768
3938,2029,Baja California Sur,BCS,Hombres,54.5,496080
3939,2029,Baja California Sur,BCS,Mujeres,54.5,476768
3940,2029,Campeche,CAMP,Hombres,54.5,473986
3941,2029,Campeche,CAMP,Mujeres,54.5,496040
3942,2029,Chiapas,CHIA,Hombres,54.5,3118206
3943,2029,Chiapas,CHIA,Mujeres,54.5,3286808
3944,2029,Chihuahua,CH,Hombres,54.5,2106320
3945,2029,Chihuahua,CH,Mujeres,54.5,2098379
3946,2029,Ciudad de México,CDMX,Hombres,54.5,4355853
3947,2029,Ciudad de México,CDMX,Mujeres,54.5,4712757
3948,2029,Coahuila,COH,Hombres,54.5,1775797
3949,2029,Coahuila,COH,Mujeres,54.5,1777627
3950,2029,Colima,COL,Hombres,54.5,387637
3951,2029,Colima,COL,Mujeres,54.5,395434
3952,2029,Durango,DGO,Hombres,54.5,976673
3953,2029,Durango,DGO,Mujeres,54.5,994461
3954,2029,Guanajuato,GJ,Hombres,54.5,3262122
3955,2029,Guanajuato,GJ,Mujeres,54.5,3470704
3956,2029,Guerrero,GUE,Hombres,54.5,1725706
3957,2029,Guerrero,GUE,Mujeres,54.5,1867122
3958,2029,Hidalgo,HDGO,Hombres,54.5,1636484
3959,2029,Hidalgo,HDGO,Mujeres,54.5,1792192
3960,2029,Jalisco,JAL,Hombres,54.5,4546094
3961,2029,Jalisco,JAL,Mujeres,54.5,4649290
3962,2029,Michoacán,MICH,Hombres,54.5,2544209
3963,2029,Michoacán,MICH,Mujeres,54.5,2665710
3964,2029,Morelos,MOR,Hombres,54.5,1013253
3965,2029,Morelos,MOR,Mujeres,54.5,1083357
3966,2029,México,EDOMX,Hombres,54.5,8758053
3967,2029,México,EDOMX,Mujeres,54.5,9317127
3968,2029,Nayarit,NAY,Hombres,54.5,680512
3969,2029,Nayarit,NAY,Mujeres,54.5,696595
3970,2029,Nuevo León,NL,Hombres,54.5,3424381
3971,2029,Nuevo León,NL,Mujeres,54.5,3388025
3972,2029,Oaxaca,OAX,Hombres,54.5,2127486
3973,2029,Oaxaca,OAX,Mujeres,54.5,2322612
3974,2029,Puebla,PUE,Hombres,54.5,3555164
3975,2029,Puebla,PUE,Mujeres,54.5,3818186
3976,2029,Querétaro,QRO,Hombres,54.5,1388931
3977,2029,Querétaro,QRO,Mujeres,54.5,1444594
3978,2029,Quintana Roo,QROO,Hombres,54.5,1131222
3979,2029,Quintana Roo,QROO,Mujeres,54.5,1121933
3980,2029,República Mexicana,Nacional,Hombres,54.5,67087899
3981,2029,República Mexicana,Nacional,Mujeres,54.5,70112909
3982,2029,San Luis Potosí,SLP,Hombres,54.5,1487026
3983,2029,San Luis Potosí,SLP,Mujeres,54.5,1577627
3984,2029,Sinaloa,SLOA,Hombres,54.5,1613285
3985,2029,Sinaloa,SLOA,Mujeres,54.5,1648997
3986,2029,Sonora,SON,Hombres,54.5,1637572
3987,2029,Sonora,SON,Mujeres,54.5,1605957
3988,2029,Tabasco,TAB,Hombres,54.5,1207100
3989,2029,Tabasco,TAB,Mujeres,54.5,1276484
3990,2029,Tamaulipas,TAM,Hombres,54.5,1908897
3991,2029,Tamaulipas,TAM,Mujeres,54.5,1943096
3992,2029,Tlaxcala,TLAX,Hombres,54.5,731055
3993,2029,Tlaxcala,TLAX,Mujeres,54.5,780922
3994,2029,Veracruz,VER,Hombres,54.5,3860354
3995,2029,Veracruz,VER,Mujeres,54.5,4206173
3996,2029,Yucatán,YUC,Hombres,54.5,1290751
3997,2029,Yucatán,YUC,Mujeres,54.5,1333355
3998,2029,Zacatecas,ZAC,Hombres,54.5,861968
3999,2029,Zacatecas,ZAC,Mujeres,54.5,901890
4000,2030,Aguascalientes,AG,Hombres,54.5,800954
4001,2030,Aguascalientes,AG,Mujeres,54.5,834357
4002,2030,Baja California,BC,Hombres,54.5,2237642
4003,2030,Baja California,BC,Mujeres,54.5,2161033
4004,2030,Baja California Sur,BCS,Hombres,54.5,504324
4005,2030,Baja California Sur,BCS,Mujeres,54.5,484888
4006,2030,Campeche,CAMP,Hombres,54.5,474438
4007,2030,Campeche,CAMP,Mujeres,54.5,497567
4008,2030,Chiapas,CHIA,Hombres,54.5,3149394
4009,2030,Chiapas,CHIA,Mujeres,54.5,3324724
4010,2030,Chihuahua,CH,Hombres,54.5,2124079
4011,2030,Chihuahua,CH,Mujeres,54.5,2115577
4012,2030,Ciudad de México,CDMX,Hombres,54.5,4338144
4013,2030,Ciudad de México,CDMX,Mujeres,54.5,4694561
4014,2030,Coahuila,COH,Hombres,54.5,1793503
4015,2030,Coahuila,COH,Mujeres,54.5,1795269
4016,2030,Colima,COL,Hombres,54.5,389168
4017,2030,Colima,COL,Mujeres,54.5,397204
4018,2030,Durango,DGO,Hombres,54.5,980873
4019,2030,Durango,DGO,Mujeres,54.5,999398
4020,2030,Guanajuato,GJ,Hombres,54.5,3279879
4021,2030,Guanajuato,GJ,Mujeres,54.5,3495293
4022,2030,Guerrero,GUE,Hombres,54.5,1720913
4023,2030,Guerrero,GUE,Mujeres,54.5,1864602
4024,2030,Hidalgo,HDGO,Hombres,54.5,1648456
4025,2030,Hidalgo,HDGO,Mujeres,54.5,1809339
4026,2030,Jalisco,JAL,Hombres,54.5,4578319
4027,2030,Jalisco,JAL,Mujeres,54.5,4681588
4028,2030,Michoacán,MICH,Hombres,54.5,2561624
4029,2030,Michoacán,MICH,Mujeres,54.5,2684892
4030,2030,Morelos,MOR,Hombres,54.5,1016972
4031,2030,Morelos,MOR,Mujeres,54.5,1087769
4032,2030,México,EDOMX,Hombres,54.5,8787363
4033,2030,México,EDOMX,Mujeres,54.5,9357256
4034,2030,Nayarit,NAY,Hombres,54.5,685615
4035,2030,Nayarit,NAY,Mujeres,54.5,703152
4036,2030,Nuevo León,NL,Hombres,54.5,3472426
4037,2030,Nuevo León,NL,Mujeres,54.5,3435144
4038,2030,Oaxaca,OAX,Hombres,54.5,2138076
4039,2030,Oaxaca,OAX,Mujeres,54.5,2336708
4040,2030,Puebla,PUE,Hombres,54.5,3588792
4041,2030,Puebla,PUE,Mujeres,54.5,3854578
4042,2030,Querétaro,QRO,Hombres,54.5,1409158
4043,2030,Querétaro,QRO,Mujeres,54.5,1466238
4044,2030,Quintana Roo,QROO,Hombres,54.5,1148213
4045,2030,Quintana Roo,QROO,Mujeres,54.5,1140219
4046,2030,República Mexicana,Nacional,Hombres,54.5,67473936
4047,2030,República Mexicana,Nacional,Mujeres,54.5,70560054
4048,2030,San Luis Potosí,SLP,Hombres,54.5,1494876
4049,2030,San Luis Potosí,SLP,Mujeres,54.5,1588448
4050,2030,Sinaloa,SLOA,Hombres,54.5,1620260
4051,2030,Sinaloa,SLOA,Mujeres,54.5,1657519
4052,2030,Sonora,SON,Hombres,54.5,1649406
4053,2030,Sonora,SON,Mujeres,54.5,1616635
4054,2030,Tabasco,TAB,Hombres,54.5,1207056
4055,2030,Tabasco,TAB,Mujeres,54.5,1278785
4056,2030,Tamaulipas,TAM,Hombres,54.5,1919137
4057,2030,Tamaulipas,TAM,Mujeres,54.5,1954256
4058,2030,Tlaxcala,TLAX,Hombres,54.5,737927
4059,2030,Tlaxcala,TLAX,Mujeres,54.5,788845
4060,2030,Veracruz,VER,Hombres,54.5,3847278
4061,2030,Veracruz,VER,Mujeres,54.5,4199432
4062,2030,Yucatán,YUC,Hombres,54.5,1302928
4063,2030,Yucatán,YUC,Mujeres,54.5,1346742
4064,2030,Zacatecas,ZAC,Hombres,54.5,866743
4065,2030,Zacatecas,ZAC,Mujeres,54.5,908036
4066,2031,Aguascalientes,AG,Hombres,54.5,808357
4067,2031,Aguascalientes,AG,Mujeres,54.5,842571
4068,2031,Baja California,BC,Hombres,54.5,2262037
4069,2031,Baja California,BC,Mujeres,54.5,2184712
4070,2031,Baja California Sur,BCS,Hombres,54.5,512363
4071,2031,Baja California Sur,BCS,Mujeres,54.5,492861
4072,2031,Campeche,CAMP,Hombres,54.5,474752
4073,2031,Campeche,CAMP,Mujeres,54.5,498961
4074,2031,Chiapas,CHIA,Hombres,54.5,3179656
4075,2031,Chiapas,CHIA,Mujeres,54.5,3361810
4076,2031,Chihuahua,CH,Hombres,54.5,2140969
4077,2031,Chihuahua,CH,Mujeres,54.5,2132165
4078,2031,Ciudad de México,CDMX,Hombres,54.5,4319401
4079,2031,Ciudad de México,CDMX,Mujeres,54.5,4675550
4080,2031,Coahuila,COH,Hombres,54.5,1810675
4081,2031,Coahuila,COH,Mujeres,54.5,1812469
4082,2031,Colima,COL,Hombres,54.5,390589
4083,2031,Colima,COL,Mujeres,54.5,398861
4084,2031,Durango,DGO,Hombres,54.5,984792
4085,2031,Durango,DGO,Mujeres,54.5,1004121
4086,2031,Guanajuato,GJ,Hombres,54.5,3296579
4087,2031,Guanajuato,GJ,Mujeres,54.5,3518903
4088,2031,Guerrero,GUE,Hombres,54.5,1715554
4089,2031,Guerrero,GUE,Mujeres,54.5,1861558
4090,2031,Hidalgo,HDGO,Hombres,54.5,1659905
4091,2031,Hidalgo,HDGO,Mujeres,54.5,1825975
4092,2031,Jalisco,JAL,Hombres,54.5,4609049
4093,2031,Jalisco,JAL,Mujeres,54.5,4712639
4094,2031,Michoacán,MICH,Hombres,54.5,2578324
4095,2031,Michoacán,MICH,Mujeres,54.5,2703488
4096,2031,Morelos,MOR,Hombres,54.5,1020326
4097,2031,Morelos,MOR,Mujeres,54.5,1091833
4098,2031,México,EDOMX,Hombres,54.5,8813111
4099,2031,México,EDOMX,Mujeres,54.5,9393811
4100,2031,Nayarit,NAY,Hombres,54.5,690448
4101,2031,Nayarit,NAY,Mujeres,54.5,709456
4102,2031,Nuevo León,NL,Hombres,54.5,3519524
4103,2031,Nuevo León,NL,Mujeres,54.5,3481509
4104,2031,Oaxaca,OAX,Hombres,54.5,2148179
4105,2031,Oaxaca,OAX,Mujeres,54.5,2350365
4106,2031,Puebla,PUE,Hombres,54.5,3621185
4107,2031,Puebla,PUE,Mujeres,54.5,3889833
4108,2031,Querétaro,QRO,Hombres,54.5,1428820
4109,2031,Querétaro,QRO,Mujeres,54.5,1487391
4110,2031,Quintana Roo,QROO,Hombres,54.5,1164668
4111,2031,Quintana Roo,QROO,Mujeres,54.5,1158032
4112,2031,República Mexicana,Nacional,Hombres,54.5,67838037
4113,2031,República Mexicana,Nacional,Mujeres,54.5,70987806
4114,2031,San Luis Potosí,SLP,Hombres,54.5,1502310
4115,2031,San Luis Potosí,SLP,Mujeres,54.5,1598887
4116,2031,Sinaloa,SLOA,Hombres,54.5,1626634
4117,2031,Sinaloa,SLOA,Mujeres,54.5,1665481
4118,2031,Sonora,SON,Hombres,54.5,1660744
4119,2031,Sonora,SON,Mujeres,54.5,1626942
4120,2031,Tabasco,TAB,Hombres,54.5,1206693
4121,2031,Tabasco,TAB,Mujeres,54.5,1280780
4122,2031,Tamaulipas,TAM,Hombres,54.5,1928716
4123,2031,Tamaulipas,TAM,Mujeres,54.5,1964922
4124,2031,Tlaxcala,TLAX,Hombres,54.5,744537
4125,2031,Tlaxcala,TLAX,Mujeres,54.5,796534
4126,2031,Veracruz,VER,Hombres,54.5,3833163
4127,2031,Veracruz,VER,Mujeres,54.5,4191621
4128,2031,Yucatán,YUC,Hombres,54.5,1314739
4129,2031,Yucatán,YUC,Mujeres,54.5,1359800
4130,2031,Zacatecas,ZAC,Hombres,54.5,871238
4131,2031,Zacatecas,ZAC,Mujeres,54.5,913965
4132,2032,Aguascalientes,AG,Hombres,54.5,815539
4133,2032,Aguascalientes,AG,Mujeres,54.5,850546
4134,2032,Baja California,BC,Hombres,54.5,2285827
4135,2032,Baja California,BC,Mujeres,54.5,2207802
4136,2032,Baja California Sur,BCS,Hombres,54.5,520224
4137,2032,Baja California Sur,BCS,Mujeres,54.5,500682
4138,2032,Campeche,CAMP,Hombres,54.5,474945
4139,2032,Campeche,CAMP,Mujeres,54.5,500212
4140,2032,Chiapas,CHIA,Hombres,54.5,3209153
4141,2032,Chiapas,CHIA,Mujeres,54.5,3398090
4142,2032,Chihuahua,CH,Hombres,54.5,2157329
4143,2032,Chihuahua,CH,Mujeres,54.5,2148167
4144,2032,Ciudad de México,CDMX,Hombres,54.5,4300060
4145,2032,Ciudad de México,CDMX,Mujeres,54.5,4655739
4146,2032,Coahuila,COH,Hombres,54.5,1827410
4147,2032,Coahuila,COH,Mujeres,54.5,1829224
4148,2032,Colima,COL,Hombres,54.5,391909
4149,2032,Colima,COL,Mujeres,54.5,400422
4150,2032,Durango,DGO,Hombres,54.5,988532
4151,2032,Durango,DGO,Mujeres,54.5,1008628
4152,2032,Guanajuato,GJ,Hombres,54.5,3312460
4153,2032,Guanajuato,GJ,Mujeres,54.5,3541598
4154,2032,Guerrero,GUE,Hombres,54.5,1709810
4155,2032,Guerrero,GUE,Mujeres,54.5,1858042
4156,2032,Hidalgo,HDGO,Hombres,54.5,1670899
4157,2032,Hidalgo,HDGO,Mujeres,54.5,1842091
4158,2032,Jalisco,JAL,Hombres,54.5,4638578
4159,2032,Jalisco,JAL,Mujeres,54.5,4742405
4160,2032,Michoacán,MICH,Hombres,54.5,2594562
4161,2032,Michoacán,MICH,Mujeres,54.5,2721491
4162,2032,Morelos,MOR,Hombres,54.5,1023360
4163,2032,Morelos,MOR,Mujeres,54.5,1095559
4164,2032,México,EDOMX,Hombres,54.5,8835518
4165,2032,México,EDOMX,Mujeres,54.5,9426912
4166,2032,Nayarit,NAY,Hombres,54.5,695071
4167,2032,Nayarit,NAY,Mujeres,54.5,715531
4168,2032,Nuevo León,NL,Hombres,54.5,3565698
4169,2032,Nuevo León,NL,Mujeres,54.5,3526998
4170,2032,Oaxaca,OAX,Hombres,54.5,2157928
4171,2032,Oaxaca,OAX,Mujeres,54.5,2363580
4172,2032,Puebla,PUE,Hombres,54.5,3652448
4173,2032,Puebla,PUE,Mujeres,54.5,3923918
4174,2032,Querétaro,QRO,Hombres,54.5,1447958
4175,2032,Querétaro,QRO,Mujeres,54.5,1508035
4176,2032,Quintana Roo,QROO,Hombres,54.5,1180631
4177,2032,Quintana Roo,QROO,Mujeres,54.5,1175360
4178,2032,República Mexicana,Nacional,Hombres,54.5,68184368
4179,2032,República Mexicana,Nacional,Mujeres,54.5,71396180
4180,2032,San Luis Potosí,SLP,Hombres,54.5,1509455
4181,2032,San Luis Potosí,SLP,Mujeres,54.5,1608949
4182,2032,Sinaloa,SLOA,Hombres,54.5,1632506
4183,2032,Sinaloa,SLOA,Mujeres,54.5,1672892
4184,2032,Sonora,SON,Hombres,54.5,1671735
4185,2032,Sonora,SON,Mujeres,54.5,1636857
4186,2032,Tabasco,TAB,Hombres,54.5,1206062
4187,2032,Tabasco,TAB,Mujeres,54.5,1282461
4188,2032,Tamaulipas,TAM,Hombres,54.5,1937835
4189,2032,Tamaulipas,TAM,Mujeres,54.5,1975075
4190,2032,Tlaxcala,TLAX,Hombres,54.5,750913
4191,2032,Tlaxcala,TLAX,Mujeres,54.5,803958
4192,2032,Veracruz,VER,Hombres,54.5,3818208
4193,2032,Veracruz,VER,Mujeres,54.5,4182736
